"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"ENSG00000135049",3.84502561050399,5.84755297422067,13.4940015619696,1.5129774837686e-20,1.91000944585936e-17,36.4026990423865
"ENSG00000103994",2.98587240971532,6.5826846919198,13.4926465860298,1.52032989073925e-20,1.91000944585936e-17,36.3661983168991
"ENSG00000117281",-9.7041391044849,2.48295075803358,-13.4558454529351,1.73443759513411e-20,2.11296546059338e-17,33.8670292097255
"ENSG00000141298",2.86910036370441,7.98671159435537,13.3644345464413,2.40777631446953e-20,2.84698304100894e-17,35.3974350426576
"ENSG00000125810",2.88224113948219,7.56303136796902,13.347325567309,2.56053581861554e-20,2.94110459942806e-17,35.4562106303724
"ENSG00000101916",3.87219591438149,6.75625355667841,13.3109139553043,2.91903747746054e-20,3.25975401857969e-17,35.4983425677988
"ENSG00000068366",4.5297912866734,5.233051375251,13.3013000113937,3.02188463293111e-20,3.28340016251613e-17,35.7411538848618
"ENSG00000136869",3.62790304779879,7.01947385786443,13.1428659937506,5.35599517965457e-20,5.6663610055914e-17,34.8154466624644
"ENSG00000179978",5.95659197493875,1.8381885429959,12.9400494116365,1.11959625922644e-19,1.15410279008773e-16,33.8755262506178
"ENSG00000127603",3.11423237014981,7.24398834846999,12.851357707503,1.54813212505474e-19,1.55595019228626e-16,33.7987676013169
"ENSG00000163625",4.65541294191051,5.65565359165118,12.8359113917857,1.63819044455368e-19,1.60630566468164e-16,33.9895378092598
"ENSG00000081237",2.57183878773466,9.61723376102453,12.8189589959189,1.74313175877921e-19,1.66850911824861e-16,32.5141730759365
"ENSG00000257743",7.21488640492586,2.20849441932225,12.5200873499761,5.23996372751658e-19,4.89900050636329e-16,32.6777826250779
"ENSG00000140199",2.87196388745422,7.4907334932419,12.4422268928834,6.99286143687473e-19,6.38925035193723e-16,32.273318533783
"ENSG00000145431",7.28281467986347,0.377757660072868,12.4263774383793,7.41663784836249e-19,6.62585943955264e-16,31.5143933506866
"ENSG00000170017",4.46232279160225,2.9456478016749,12.4167541528107,7.68649202352064e-19,6.71765983325166e-16,32.0005310736462
"ENSG00000188559",3.72665407776274,6.30282230404734,12.3600709882806,9.48970352223913e-19,8.1171289574693e-16,32.1562977105354
"ENSG00000068305",3.79616773902473,5.20686829065198,12.3354770520021,1.03996277349599e-18,8.71012154585123e-16,32.2510868785953
"ENSG00000111885",3.95309339430544,4.87628607031532,12.2289307866329,1.54762683814217e-18,1.26974886014269e-15,31.8551213018938
"ENSG00000169896",3.59670070329972,8.55604819483119,12.2063998591585,1.68365798131272e-18,1.35372836329468e-15,30.5288714328528
"ENSG00000076641",4.10276321953497,5.71021452212003,12.1589812519547,2.0106906848855e-18,1.58497621399543e-15,31.5385418082465
"ENSG00000169826",4.73257694746367,5.0355976547768,12.0750768612902,2.75453886114968e-18,2.12957637107576e-15,31.2537389813656
"ENSG00000146592",3.58316503665702,6.78849897448213,12.0656858265996,2.85346739465024e-18,2.16443577735337e-15,30.9917803419248
"ENSG00000149177",2.79830355536309,7.73953120391714,12.0422341480474,3.11645734726205e-18,2.3201447828635e-15,30.6542918368846
"ENSG00000054523",4.07298078336519,5.32118063764779,11.9790417023426,3.95346270164165e-18,2.88976559147996e-15,30.9091434766691
"ENSG00000133657",5.27088726826291,3.4710973587751,11.8223906500695,7.14505140734368e-18,5.12938136925055e-15,30.2948293561507
"ENSG00000164120",8.66377083679619,1.44764047747841,11.8058724689798,7.60646911404309e-18,5.36293029321725e-15,30.0268726832769
"ENSG00000141367",2.5826258016951,6.96420771245947,11.8013767541664,7.7371761854286e-18,5.36293029321725e-15,30.1036651902753
"ENSG00000211797",-7.80057463755955,0.921094623371514,-11.7950439685266,7.92514560023121e-18,5.40011361729653e-15,28.4023188349063
"ENSG00000134851",3.96330424701166,4.10846645132014,11.7549791219562,9.2259038900287e-18,6.1816631364489e-15,29.9492740302874
"ENSG00000067064",4.57979720237735,4.40806742314724,11.7349269670546,9.9557446366119e-18,6.47505688629318e-15,30.0077339346674
"ENSG00000143641",3.73372649900224,6.44231522682487,11.7341304334318,9.9859093316297e-18,6.47505688629318e-15,29.7179182512062
"ENSG00000173597",4.48174980711804,5.1095820611658,11.7030236272156,1.1238896173408e-17,7.17184292005317e-15,29.8876288369786
"ENSG00000139132",4.23092462907985,3.97090492162233,11.6206490083283,1.53783740610297e-17,9.66002178127372e-15,29.4881921604298
"ENSG00000136040",3.3664640473548,7.78457439185047,11.5995583275199,1.66661490751747e-17,1.03078850018488e-14,28.8195598185659
"ENSG00000198734",4.48770461925986,5.64845513786926,11.5285902562592,2.18535532493556e-17,1.33114628444029e-14,29.1072837713586
"ENSG00000150403",3.46358455883862,4.91917618413331,11.4756033372322,2.67644856167388e-17,1.60594903099124e-14,29.0409814570046
"ENSG00000145555",7.62702271282074,0.400466935590023,11.4263450757898,3.23242910214098e-17,1.91103109947458e-14,28.2172990865604
"ENSG00000100485",3.2768361638521,5.64672638937897,11.3943206892967,3.6549924241829e-17,2.12953631068117e-14,28.72640875143
"ENSG00000204933",11.2203438381103,-2.93787784930902,11.3463578543944,4.39437143981777e-17,2.5237502946222e-14,27.3739306899553
"ENSG00000106070",5.60215479703287,3.4638995799696,11.3141057940092,4.97466553266369e-17,2.81678174287529e-14,28.4295788799034
"ENSG00000123643",3.86696269556205,5.29133282602121,11.2691651856823,5.91439406427535e-17,3.30236764127775e-14,28.2278289273739
"ENSG00000008516",2.54106659280541,10.5347718312589,11.2414416094884,6.58139370454985e-17,3.62445465356593e-14,25.5142896683563
"ENSG00000170776",2.14891310176592,8.03154736515887,11.1872748027145,8.11147992873585e-17,4.4067258931762e-14,27.4256966633548
"ENSG00000124788",2.89280540044898,5.45901536658508,11.1458313069661,9.52042559224348e-17,5.1032019954583e-14,27.7975728324301
"ENSG00000112303",2.99050741953268,8.98162512748334,11.1313452169973,1.00690591731413e-16,5.32626732735036e-14,26.3233524925324
"ENSG00000183723",5.16161880215825,1.76431505218982,11.1204674119739,1.05018860388799e-16,5.48307561733831e-14,26.9592791778498
"ENSG00000189127",8.4299493368726,-0.557854992880369,11.1004002325275,1.13501656884364e-16,5.8499918077759e-14,26.4728205646061
"ENSG00000188641",2.96151421054189,5.6590599474798,10.9876937634757,1.75726568844284e-16,8.86598281015005e-14,27.1778872127674
"ENSG00000156052",3.19963569860844,5.87499723692911,10.9866672707786,1.76428691311876e-16,8.86598281015005e-14,27.1631344039537
"ENSG00000112062",3.80988631393552,7.37595557897615,10.971021388699,1.87487135187619e-16,9.30538001087985e-14,26.4502086803023
"ENSG00000115594",4.96843971818846,4.22102796905029,10.8790910919256,2.68126569205428e-16,1.31453955307276e-13,26.7784939082596
"ENSG00000078124",3.44669282786249,4.93097446878713,10.790325966404,3.79087633908646e-16,1.83615434438499e-13,26.4376178143095
"ENSG00000211782",-6.97622968807094,0.0369472515582028,-10.7834747101281,3.89370902677558e-16,1.86351059874324e-13,24.9070861460584
"ENSG00000168769",4.08994718933388,5.32875304334462,10.7574498963425,4.31059598706565e-16,2.03875976320016e-13,26.2720414838867
"ENSG00000058668",2.94748492597726,6.64739700884421,10.7512245199569,4.4168107446792e-16,2.06470494834411e-13,26.0817865057809
"ENSG00000134250",2.63644183837643,7.52437375949438,10.7215621710816,4.96025410177521e-16,2.28901474896542e-13,25.7008127171037
"ENSG00000211802",-6.84270972565177,-0.0482150014010616,-10.7189854459125,5.01052927488576e-16,2.28901474896542e-13,24.6687666442272
"ENSG00000177663",2.50477087491185,9.19335994815001,10.6713876250239,6.03727735522397e-16,2.72708566555858e-13,24.571743846191
"ENSG00000113163",3.03731261423837,5.1952220307007,10.6675758943733,6.12814289563542e-16,2.73737334100373e-13,25.9637316494662
"ENSG00000160551",3.13471997380079,4.87740289082454,10.6385090781892,6.8678999112266e-16,3.03410233221024e-13,25.8335892924872
"ENSG00000091106",3.6221919163423,5.48916324428328,10.5832548174627,8.53134176664836e-16,3.72801088807389e-13,25.5845604369604
"ENSG00000198604",3.60117532126443,6.8394571620677,10.5432927489531,9.98223636419941e-16,4.31511684208113e-13,25.1520560687111
"ENSG00000083312",2.73442960103144,4.89247993726031,10.5201202161577,1.09348665836961e-15,4.67663304678457e-13,25.3437188338496
"ENSG00000018280",2.91766051473774,9.46218174606774,10.4387390606517,1.50669861058354e-15,6.37603132028207e-13,23.2660629489186
"ENSG00000183134",-10.2068309548125,2.72753536747231,-10.4265468281312,1.58091301978235e-15,6.6204026272177e-13,23.9093564010744
"ENSG00000104447",3.78098154196811,3.35979418386184,10.3873704112489,1.84522507938158e-15,7.64760192178334e-13,24.571155559947
"ENSG00000173559",3.58898455515663,7.08355748543736,10.3403269601713,2.22209002067328e-15,9.11555745011299e-13,24.2440953660592
"ENSG00000198833",2.9681650798619,6.55646523538574,10.3139498255788,2.46637217046218e-15,1.0015464040093e-12,24.416972163564
"ENSG00000058272",3.46967999346416,5.85156916802028,10.2998002174035,2.6083734304384e-15,1.04861828650485e-12,24.4823584434436
"ENSG00000136048",3.48577270119029,4.03226674867402,10.2563356614873,3.09814532806281e-15,1.23318453939387e-12,24.2723252593698
"ENSG00000119402",2.78652019732079,6.07981122582198,10.2357548920718,3.36136630370762e-15,1.32483968766327e-12,24.2280233701236
"ENSG00000026508",2.75993338348163,9.05118016342745,10.2014143623145,3.85164684382098e-15,1.50333889723584e-12,22.7557202196983
"ENSG00000124486",2.47586856301517,6.35924535903344,10.1975155118475,3.9116768721334e-15,1.51208878474526e-12,24.0700178449696
"ENSG00000170832",2.66072036077799,6.27093576548726,10.1794284154001,4.20271292219744e-15,1.60911871331601e-12,24.004170293246
"ENSG00000064999",3.1205423173503,5.01892333915346,10.1702058131042,4.35940153890251e-15,1.6533647232732e-12,24.0325366498392
"ENSG00000177189",2.92735981682771,6.02894329501863,10.1589681124491,4.55829304723774e-15,1.71264015967338e-12,23.9245236766765
"ENSG00000067900",3.43795553845652,6.11796875602282,10.1552395170168,4.62628108527856e-15,1.72209029805897e-12,23.8517039607307
"ENSG00000137845",2.74006459756594,6.22153725896971,10.1500112431071,4.72333639292661e-15,1.74208779512326e-12,23.8888518739384
"ENSG00000084234",2.07813145265943,9.00586508183958,10.1453237387604,4.81209359844612e-15,1.75868897131574e-12,22.7301756605826
"ENSG00000145569",3.0203626592167,4.56213824489619,10.1307704239434,5.09849443503291e-15,1.84657363312787e-12,23.8190225922825
"ENSG00000113742",3.78352636414888,4.68144550963716,10.1282421911015,5.1499691992083e-15,1.84856305130868e-12,23.8738812317046
"ENSG00000171316",3.0902665266,4.96749879866706,10.1200928617876,5.31947509442421e-15,1.89250918359329e-12,23.8439925216326
"ENSG00000085063",3.56633241915793,5.39089616714084,10.0936454907927,5.90922413944719e-15,2.0838827092461e-12,23.6918240917683
"ENSG00000163605",3.69766066493061,3.98269513033866,10.079352430889,6.25488658573681e-15,2.18659956973731e-12,23.5473005776687
"ENSG00000068650",3.71509475751205,6.14101210921911,10.0681485047049,6.54000705588608e-15,2.2665634798339e-12,23.4098423809363
"ENSG00000163803",3.90063081964244,5.66248395733198,10.050980456625,7.00248150237956e-15,2.40610052443302e-12,23.3648030091761
"ENSG00000140563",3.72897138835055,6.39338844122336,10.0321007410152,7.54914721997701e-15,2.57195607235183e-12,23.1884672898323
"ENSG00000211809",-6.9772447273606,-0.127267883920723,-10.0279076122865,7.67627270051574e-15,2.59329004290869e-12,22.2817568716262
"ENSG00000188786",2.96361026094946,5.49847929883681,10.0235741469202,7.80991596516869e-15,2.61385378108375e-12,23.4447095716975
"ENSG00000183873",9.61662615918981,-4.07727351548694,10.0200129160274,7.92149382212758e-15,2.61385378108375e-12,21.6931440856632
"ENSG00000027697",3.00101723310679,7.02328283281847,10.0196739761345,7.93219644028202e-15,2.61385378108375e-12,23.099037207279
"ENSG00000147408",4.19420630737231,4.37968806711126,9.97992007884397,9.29394672837292e-15,3.03768492987031e-12,23.2899887232961
"ENSG00000137801",4.65413466351956,4.24441018785471,9.97755330410653,9.38206859961173e-15,3.04175743420638e-12,23.2386072685587
"ENSG00000069020",4.01122826961777,2.83511811579609,9.95116439448036,1.04234111129296e-14,3.35233578849597e-12,22.963336967537
"ENSG00000142192",2.54821616887347,5.79798030423394,9.92279422366118,1.16730261619622e-14,3.72443649018416e-12,23.028807811845
"ENSG00000054793",5.93404035097963,2.7139749729594,9.90825757750277,1.23706271122245e-14,3.91593662335157e-12,22.9914473383
"ENSG00000153250",2.96727505052531,6.02749711751951,9.89552964622047,1.30157784463939e-14,4.08797128985882e-12,22.8931201079691
"ENSG00000167613",2.55286433893462,7.18573824906453,9.87087371574866,1.43633952899882e-14,4.47625749959772e-12,22.4592151437995
"ENSG00000187554",4.17401192730981,4.95553847156926,9.84971824983344,1.56310446957874e-14,4.83384045276958e-12,22.7292235919053
"ENSG00000153208",5.48434628841646,1.94053824087466,9.83609235736873,1.65064913307846e-14,5.06560278229161e-12,22.5731589711697
"ENSG00000211784",-7.03854610098077,-0.3720135737147,-9.83348632006154,1.66794599271151e-14,5.07990642416578e-12,21.6057270371262
"ENSG00000133687",6.77203081444877,1.22750123320068,9.81857977479014,1.77044564690049e-14,5.3204934565043e-12,22.5030946494278
"ENSG00000005302",2.67197991388569,6.65411435565207,9.81816174891677,1.77340958950196e-14,5.3204934565043e-12,22.5006719824146
"ENSG00000174125",2.82600059536159,6.42792864112937,9.81528563611093,1.79393787764913e-14,5.34221411535187e-12,22.4929248700332
"ENSG00000159216",2.54688403647158,5.73811381701121,9.80495754559121,1.86964420020441e-14,5.52672324533954e-12,22.5904888920877
"ENSG00000110422",3.89974238199504,5.29729153412066,9.78156198313462,2.05323295424136e-14,6.02127144021684e-12,22.4726104387977
"ENSG00000183762",4.06318449304593,5.97831369162711,9.7799052646005,2.06690079784569e-14,6.02127144021684e-12,22.2509430524036
"ENSG00000211710",-7.74687921240109,1.05711560348387,-9.7737158199703,2.11877759357778e-14,6.1279925767636e-12,21.4563051688135
"ENSG00000156140",10.4610990012819,-4.93606885862039,9.75466464386326,2.28681646817351e-14,6.56675683239369e-12,20.8214061869498
"ENSG00000090376",4.9484865202114,6.28772605647383,9.72703474242166,2.55462122520616e-14,7.28375053161262e-12,21.7736265237793
"ENSG00000079277",3.36866202129295,7.14513663598818,9.7122828510177,2.71029426227892e-14,7.67318661493923e-12,21.6977601402552
"ENSG00000007237",3.35848386742986,7.57335212343211,9.70033527891935,2.84333824128784e-14,7.9698187107991e-12,21.3862617752401
"ENSG00000088930",2.09304165095475,6.74139407338038,9.69933954653819,2.85471840792764e-14,7.9698187107991e-12,22.0596043212235
"ENSG00000183023",3.76480487566134,4.01482237854837,9.68431101653338,3.03214580159683e-14,8.40678107005488e-12,22.1050058806077
"ENSG00000179639",-9.48583257555516,2.39304811214064,-9.67927193325135,3.09408586740518e-14,8.51975616722076e-12,21.2180167362724
"ENSG00000248905",6.33273837278638,1.03029408346903,9.66831632526046,3.23317561016352e-14,8.84218543399958e-12,21.5053894558224
"ENSG00000106799",3.33988555819996,4.81835224648545,9.6533237398493,3.43376123134247e-14,9.32730196097501e-12,22.0135933511749
"ENSG00000197081",2.42787054694758,8.7072960381056,9.63471569016569,3.70020540416501e-14,9.98360118511689e-12,20.7218210639535
"ENSG00000196876",8.16372452692165,-1.99606597859915,9.61700230282017,3.9731270820213e-14,1.06485103300947e-11,20.3272971212261
"ENSG00000096968",3.66440395935773,4.64458388595827,9.6093935203005,4.09648874888427e-14,1.09064265352745e-11,21.8403602148065
"ENSG00000174705",7.04804646622121,0.570331966798812,9.60059255017489,4.24398923766552e-14,1.12247931139888e-11,21.5310178420772
"ENSG00000151553",3.57110597244914,3.88454789944405,9.55149937886267,5.17032539083244e-14,1.35854523766174e-11,21.514629150102
"ENSG00000179299",4.62998077536102,2.67744397641187,9.53676105654916,5.48624487915885e-14,1.43219491319444e-11,21.4143034358417
"ENSG00000136935",2.490262459275,5.04741699024195,9.5344903839524,5.53661299128226e-14,1.43601880951954e-11,21.5430765403504
"ENSG00000185950",3.78368776426927,5.31129854530717,9.53155563208479,5.60240072896166e-14,1.44376739811357e-11,21.436102881694
"ENSG00000181523",2.60232378403512,5.76349583121378,9.50521801398194,6.22910759777517e-14,1.59504830347616e-11,21.3757141415097
"ENSG00000123384",2.49152463265123,7.12782137919717,9.48543986176285,6.74564472422134e-14,1.71638233672878e-11,20.8805485670816
"ENSG00000196083",4.88157665389186,4.42145895637746,9.47325664243755,7.08503273661252e-14,1.79139928350501e-11,21.2644843947619
"ENSG00000068024",2.75905494090622,5.89384569243066,9.45306392187552,7.68574900444183e-14,1.93114050922857e-11,21.1682285566104
"ENSG00000133805",2.70447103397002,5.54116173202703,9.44241313626301,8.02295190799066e-14,2.0033460410251e-11,21.164514550395
"ENSG00000132405",2.80011191338915,6.92924342742153,9.42816233439096,8.49749795889024e-14,2.10874328977349e-11,20.7596907332518
"ENSG00000109861",2.27526405596137,7.03063218767799,9.4155169026206,8.94215171596351e-14,2.20547474408077e-11,20.7405718637456
"ENSG00000102580",2.59652622337464,5.65319323097601,9.40861604565309,9.19459105255052e-14,2.25390822862583e-11,21.0331588526363
"ENSG00000091436",3.34622561508173,3.51339304003573,9.39769687603419,9.60873142322823e-14,2.34115285258558e-11,20.8154449696753
"ENSG00000100393",2.71110194584185,6.86327173417629,9.38020576017214,1.03115422395891e-13,2.49725675371061e-11,20.6186672972445
"ENSG00000134313",2.93763193475009,5.40606805723453,9.36925455681824,1.07776306604424e-13,2.59450483719224e-11,20.878902053961
"ENSG00000211779",-7.1750073081154,0.157860849133287,-9.36633635705083,1.09053630674397e-13,2.60962741688817e-11,19.9495436251444
"ENSG00000075420",3.50958477899211,5.25568526216567,9.35381422243462,1.14709593046218e-13,2.72873080452311e-11,20.7998805276469
"ENSG00000164741",9.35965928024587,-2.45187553276946,9.3140329083437,1.34708557990338e-13,3.17297684415381e-11,19.5895831118273
"ENSG00000071537",2.99042845259235,5.43018091198955,9.31356560348522,1.34963195948038e-13,3.17297684415381e-11,20.6549455366254
"ENSG00000173930",4.26672182336489,3.32660170509237,9.30780153795098,1.38144123372808e-13,3.228877934787e-11,20.58361635654
"ENSG00000084112",2.7686111162475,5.91612194256055,9.29874623504339,1.43294094402051e-13,3.3235777572837e-11,20.5120581272338
"ENSG00000146122",7.55813456198072,1.89647310949618,9.29778977284601,1.4384919401208e-13,3.3235777572837e-11,20.6123720294096
"ENSG00000125430",3.80904382056575,3.52735340100528,9.28545139077489,1.51206644318905e-13,3.47360543709064e-11,20.4935518049351
"ENSG00000277586",-7.04408092473352,0.0558934818389199,-9.26783541976256,1.62371035425606e-13,3.7088865716933e-11,19.5742173402724
"ENSG00000166527",6.02664540543978,2.56802137916651,9.24232769726248,1.8002069674766e-13,4.08880906816351e-11,20.3161772260276
"ENSG00000169174",11.2194297342699,-4.71322947963648,9.20838067856831,2.06534646650987e-13,4.6646662161028e-11,19.2798394285117
"ENSG00000059804",3.63128331936982,8.45739678595015,9.20651493210299,2.08100639025789e-13,4.67377759224288e-11,18.8490988311984
"ENSG00000138190",3.64318524608455,3.90221307365634,9.19965568043577,2.13961060233901e-13,4.7787014130685e-11,20.1647841911711
"ENSG00000087253",3.46664679637381,5.3286138554726,9.19055113857415,2.21996584890832e-13,4.93077718551449e-11,20.1535444289562
"ENSG00000155659",7.04559890693299,1.10321634984576,9.18589935988684,2.26218432309111e-13,4.9969414371928e-11,20.0858779549816
"ENSG00000163694",3.40999054351403,6.0420440231083,9.11597208730949,3.00325476808897e-13,6.59764197741599e-11,19.7080946643761
"ENSG00000123684",2.61600001795105,6.16969746906487,9.10706444163405,3.11371190798984e-13,6.80312207201129e-11,19.7721501407266
"ENSG00000170340",3.76198084724792,3.25754503993292,9.09799356752134,3.23038554022324e-13,7.019889702057e-11,19.6536250962705
"ENSG00000138463",3.03255050229276,3.63541506930202,9.08585305077621,3.3934398294967e-13,7.33457354975410e-11,19.5880726247879
"ENSG00000174695",2.64188368203943,5.0542619118647,9.0797598110882,3.47836407736766e-13,7.47792474001789e-11,19.7478713039686
"ENSG00000141447",3.62260105603073,2.32626145252478,9.06800241551862,3.64830958121847e-13,7.77018501459368e-11,19.1614040824242
"ENSG00000134698",2.72447609157905,6.8431826009339,9.06768813227408,3.65296494641611e-13,7.77018501459368e-11,19.3837018778699
"ENSG00000100731",2.56484457856493,6.95965810889965,9.05954318680767,3.77571510008623e-13,7.98901570808772e-11,19.3365477169072
"ENSG00000075151",2.83530660919199,5.38639242742815,9.03346247366106,4.19732585024299e-13,8.83460177128108e-11,19.5508864213315
"ENSG00000123119",10.2796615957299,-4.29659444838221,9.00694857813031,4.67442270134052e-13,9.78755944996311e-11,18.0318441492435
"ENSG00000135932",2.93263661192939,6.74035637865467,9.00075706091594,4.79345749077417e-13,9.9847967898499e-11,19.1120443897515
"ENSG00000198178",-7.41541654126017,0.409523902607996,-8.99853406693141,4.83693380968356e-13,1.00234233513865e-10,18.6329437368399
"ENSG00000135535",2.82291578293515,6.49985991362899,8.99382956110585,4.93025183013731e-13,1.01137144337896e-10,19.2186407893177
"ENSG00000168461",2.83137698689755,6.96903550045339,8.99380122035042,4.93081943441312e-13,1.01137144337896e-10,19.0146104456159
"ENSG00000173698",8.44934912816299,-5.90872656888801,8.99009020858126,5.00571235901528e-13,1.0215210571428e-10,14.8376391843877
"ENSG00000204634",3.7322127541899,5.13270195629511,8.98823852603094,5.04350751120717e-13,1.02403580285632e-10,19.3056975995972
"ENSG00000170571",2.60869817552018,6.52781539189388,8.97240904733728,5.37852199115509e-13,1.08656955320812e-10,19.144927210562
"ENSG00000163751",-8.11145209687867,1.09564373577851,-8.96447853301567,5.55467035517274e-13,1.11654428809327e-10,18.5541044348184
"ENSG00000120278",5.86348926875205,1.14621844737364,8.94625479277582,5.9816981631887e-13,1.19639915202245e-10,18.9139993897536
"ENSG00000102218",3.65628469713899,3.92481307215127,8.94364498944642,6.04549207999802e-13,1.20317263663406e-10,19.1755702720483
"ENSG00000196782",2.67146756331937,4.39927428626752,8.9423500517074,6.0773984402323e-13,1.2035643945528e-10,19.2002735521054
"ENSG00000155629",3.12006864617386,6.84691923587712,8.92794157541966,6.44401994605212e-13,1.26476540369268e-10,18.7178278835179
"ENSG00000137393",3.15137700645695,5.31038939785892,8.92773809039059,6.44935345895727e-13,1.26476540369268e-10,19.1095242797352
"ENSG00000211812",-6.80432457576818,-0.422252524792977,-8.90745443130428,7.00385313581941e-13,1.36683933867093e-10,18.2525031272795
"ENSG00000112242",3.34803991841268,4.40857447829142,8.8912649815907,7.48056849567959e-13,1.45282036069232e-10,19.0024288037445
"ENSG00000156414",5.69931612153333,2.69781999776825,8.87375907352694,8.03275619512765e-13,1.54916611292957e-10,18.9264728175346
"ENSG00000140299",2.95338628881577,5.79922739004738,8.87256278981285,8.07195029725847e-13,1.54916611292957e-10,18.8469845426742
"ENSG00000266265",10.1253872745554,-3.37577953683024,8.87170280691045,8.10024458747835e-13,1.54916611292957e-10,18.0064384217449
"ENSG00000130779",2.35484971782131,5.6753425258028,8.87077775648344,8.13079075240385e-13,1.54916611292957e-10,18.9035608690127
"ENSG00000166265",9.1432783581499,-3.25639146825781,8.86804035956197,8.22186121099828e-13,1.55912860568185e-10,17.5935535500543
"ENSG00000214144",-5.24155067377914,-1.33352076250141,-8.85867305045927,8.54131580278989e-13,1.61210318264676e-10,17.9156243281228
"ENSG00000186431",4.08467468036034,5.57360823129006,8.84963049151048,8.86150349810808e-13,1.66472039079879e-10,18.6123829933222
"ENSG00000175727",1.98299302903108,7.66469093148977,8.84439675509687,9.05229808952117e-13,1.69265343160433e-10,18.2949962308836
"ENSG00000115604",5.96817583378557,4.48747622143444,8.83726561689438,9.31891249631246e-13,1.73443944526275e-10,18.5874645728825
"ENSG00000102837",8.93503132930064,1.70221736044027,8.83315779263745,9.47605442742049e-13,1.755559170927e-10,18.7611360861084
